beta_FM	beta_MF	P_FBB	P_FNB	P_FTS	pmf	pmc	f_mf	f_mc	df_BB	df_NB	df_TS	dm_BB	dm_NB	dm_TS	Z	CCBB_FBB	CCNB_FNB	CFBB_CBB1	CFNB_CNB1	CCTS_FTS	f_FBB	f_FNB	f_FTS	t_gamma	eta_T
0.000675398	0.000805684	0.005362045	0.01001405	0.088252164	0.360236385	0.504162999	0.449420356	0.344231215	5.829552108	5.940939451	8.304804526	5.528195334	9.78401423	6.601897736	0.219448276	595.385755	148.0783526	23.30565243	32.13334864	12.4409289	0.445317099	0.603978897	0.141498898	0.025410092	0.067410062
0.000674826	0.001490543	0.008591058	0.020816956	0.175027607	0.371663422	0.529634596	0.308220266	0.428397771	2.747615711	2.927623253	8.107424761	7.984912788	7.468229759	2.852389457	0.151917709	577.9271287	73.24081794	40.18474002	22.1755977	9.702147343	0.71958196	0.423568289	0.111747458	0.033837593	0.090524906
0.000627451	0.000664413	0.004604647	0.002200316	0.020483252	0.200428803	0.369629835	0.295795066	0.432936181	3.957242053	3.005134135	5.958926982	9.28043827	7.532289445	5.131136258	0.801596567	678.7568462	169.377871	37.84100937	26.42625486	22.04664544	0.760565464	0.552570888	0.269399807	0.028620097	0.066490264
0.000646943	0.000823715	0.006413031	0.013739824	0.046832237	0.38701766	0.375431288	0.275911063	0.436776905	5.507332102	2.219781143	9.61683558	7.566230462	5.927216064	3.813652848	0.69247312	441.4842403	103.6424306	20.60346473	38.78180265	21.0559363	0.534245614	0.57341592	0.359132265	0.032312288	0.158486019
0.000723877	0.001184668	0.003897231	0.026429219	0.025062275	0.141991194	0.404212813	0.460980723	0.347372087	3.877267139	3.390480695	12.6890206	7.47979095	6.560324943	6.357623442	0.64259064	677.239673	124.3408788	38.2678899	39.56660118	3.656991012	0.636407172	0.640705741	0.350254291	0.036537585	0.141156982
0.000676951	0.000898963	0.008082158	0.018622503	0.025556365	0.246310679	0.45598231	0.373918994	0.687700024	3.211980977	5.012169286	10.37645425	9.62479448	9.745386281	8.226876968	0.042505309	763.8770924	157.6446827	20.00192544	30.67159803	6.290477792	0.440706446	0.564353883	0.344359082	0.03732198	0.132048087
0.000784084	0.001350682	0.004774693	0.003772883	0.034927436	0.302435139	0.336286653	0.289403655	0.678443798	2.292783501	5.348710461	13.7381627	9.14556016	5.751319079	5.99167495	0.144712847	801.158292	63.37735341	28.84220255	41.61560216	9.039930775	0.640213781	0.582095023	0.138984629	0.037432974	0.027613364
0.00076459	0.000994024	0.004623638	0.011684477	0.013395476	0.182916049	0.286006887	0.3844028	0.38772747	3.531258587	3.072672364	8.599227938	7.516126897	8.168545791	7.61813259	0.298629702	573.969487	98.19031053	41.14465749	44.2586512	6.317496902	0.564217592	0.596057548	0.225249109	0.026138272	0.06918137
0.000679617	0.001430538	0.008767946	0.015431525	0.005975342	0.259088462	0.296292795	0.269168628	0.594640034	4.524083561	5.800373034	14.94890965	5.683816056	8.595279872	5.937082472	0.618352568	343.3239244	85.77226739	37.85528289	22.86334027	21.38780845	0.552931214	0.649796302	0.218549566	0.039125083	0.066969735
0.000785515	0.000990032	0.008907463	0.015463031	0.032515952	0.127408635	0.506789008	0.316961972	0.497566834	2.619970253	1.435861781	9.07692007	5.606661574	8.555702322	7.876704584	0.917240334	695.6473767	127.3882458	16.97631894	23.96682087	9.352139965	0.549997216	0.48677432	0.118749276	0.023406345	0.141063862
0.000661555	0.000623308	0.008276386	0.001785685	0.01475443	0.488513559	0.361584327	0.401415961	0.687577959	4.438339577	4.244633051	14.58503995	5.532784676	9.769218524	1.670064154	0.18527263	887.6651556	324.1092657	32.03375665	30.18274941	20.99565584	0.531064813	0.625942427	0.12918496	0.026600932	0.083164521
0.000721269	0.001530914	0.009544838	0.003339009	0.017850465	0.459808319	0.533212083	0.407955581	0.39046164	4.612001408	5.224382633	8.492638753	6.387124256	5.989295629	5.962354727	0.779451739	643.6680563	102.7661499	22.66304217	14.2445005	6.32238377	0.620561578	0.488807507	0.132172528	0.036231887	0.011401776
0.000776556	0.000803981	0.006276262	0.017628882	0.170027757	0.287390247	0.329993968	0.398437302	0.690160908	1.554192923	3.861429387	13.08780297	8.639372874	6.600167897	4.627393357	0.073336272	819.8418947	232.7399034	46.55071514	26.34863403	8.944572094	0.67627499	0.590016569	0.248550217	0.034925839	0.013491818
0.000753491	0.000743535	0.004951323	0.022740695	0.157515044	0.229113023	0.508514201	0.353175609	0.352568698	5.817487801	2.59822175	5.256339197	5.02588156	8.873629101	8.802566981	0.304179025	540.5759889	203.108246	25.47731067	39.00665026	9.325529362	0.561471381	0.611108554	0.244888252	0.031621487	0.026562117
0.000602052	0.001050198	0.009913424	0.016185409	0.075520991	0.206231307	0.452013488	0.34676937	0.327788738	2.514864006	3.692731412	12.37317276	6.160476648	7.635450875	5.473061064	0.058203596	592.593396	121.875545	39.8607085	23.21915785	15.95610552	0.599209098	0.432696596	0.212704382	0.025521421	0.042213782
0.000767136	0.000782219	0.008204226	0.006420746	0.051102166	0.449102895	0.450787205	0.416576656	0.674505481	4.880906804	1.36910237	12.8733819	7.776893581	9.296556815	7.457767307	0.747823418	901.2580643	160.3959125	42.75891909	35.36684977	14.91317856	0.785504338	0.58706632	0.265783179	0.032358005	0.125404272
0.000721194	0.000753968	0.004869341	0.025255015	0.091745298	0.212335557	0.544113262	0.270548354	0.544318073	1.756780044	2.355976328	6.21123331	8.350803695	9.393383623	6.653422682	0.704854918	987.4327151	250.242138	12.3804285	27.16622983	21.56447026	0.596500485	0.642122923	0.382025086	0.024806591	0.045857122
0.000653929	0.000863697	0.001208199	0.014084233	0.154393744	0.257660817	0.385678103	0.319648626	0.360312159	5.175138334	5.066881084	10.35254126	5.784648331	9.716019276	4.38567069	0.020604706	894.7434092	101.6413062	24.24049098	30.4152249	11.28499119	0.544342227	0.432555419	0.141998434	0.034161215	0.099075831
0.000638965	0.000740985	0.005810486	0.006341298	0.003660598	0.169155479	0.294918552	0.460467997	0.417155994	1.166044372	4.9997253	6.155431326	5.048206125	5.432197037	7.649498502	0.201830261	688.1512033	127.4233043	33.00735674	33.27855289	10.52506212	0.41619286	0.437903542	0.323482818	0.031642242	0.080608594
0.000648256	0.000707846	0.002519244	0.011857015	0.116864258	0.484572173	0.447569705	0.298941842	0.576266881	3.222704539	3.004075569	9.744698345	7.956213588	9.638267062	7.962562538	0.302424935	831.7861809	168.5623115	23.62782319	24.37938222	10.39202315	0.474190391	0.418916094	0.366068862	0.026841806	0.073493725
0.000639304	0.000736073	0.003153181	0.019453602	0.102129788	0.144696834	0.566277832	0.437122437	0.792079586	3.881013364	4.353990247	12.14790206	7.787732837	8.000789361	6.58177479	0.553900427	994.8403192	250.6716471	15.13668697	24.78701087	15.57402525	0.649965581	0.603388337	0.125552632	0.025402791	0.022186518
0.000631277	0.000944597	0.009422397	0.019222732	0.074555742	0.388607642	0.404549327	0.337616725	0.643201291	5.743496619	4.02454224	5.418832305	8.381832681	5.376403369	5.307588965	0.259176642	411.1478175	162.3963195	46.45466363	42.12665074	8.65649701	0.521285408	0.626226691	0.318358761	0.025324615	0.016080551
0.000692671	0.001396073	0.004930544	0.005773006	0.006654996	0.295174869	0.283977987	0.283799696	0.750519545	3.366374887	3.186136855	5.190600926	8.248627115	6.461278742	6.904105493	0.530551792	476.6575895	152.2967214	20.85269933	37.56491973	12.30856957	0.473413534	0.669941886	0.17470436	0.034195216	0.029186854
0.000627935	0.000690671	0.010527946	0.009569479	0.109299095	0.426876049	0.506164511	0.400444488	0.331548007	5.41428082	1.128460062	9.931295205	5.063801704	9.464373123	8.14892826	0.886945137	1021.752644	242.2408522	15.26943733	27.38929899	15.93127265	0.658885096	0.521941659	0.188345881	0.026290561	0.09091091
0.00060965	0.000820222	0.001928355	0.02290576	0.087967086	0.198183585	0.459494978	0.44323534	0.694030987	4.004519671	2.964148103	5.795536035	8.204859393	5.417879146	8.522040358	0.457550598	831.3937435	136.9673587	38.79816784	26.95233712	20.54761377	0.814365437	0.603480981	0.318672755	0.024569334	0.071161222
0.000644491	0.000954574	0.002895543	0.00444362	0.006908487	0.431444256	0.453289824	0.43038083	0.612261604	4.584590357	1.559252551	7.317178215	6.148804962	6.849456427	5.955419786	0.768729582	322.1559769	121.513109	46.92297226	46.71505948	22.39232663	0.587329044	0.663906459	0.101039261	0.032598171	0.028551749
0.00065662	0.00133552	0.003936738	0.013235394	0.079976701	0.337002757	0.407309668	0.326942041	0.768030863	1.371893977	5.977747829	6.944346883	8.448526114	5.088514341	7.120383522	0.512130496	1071.089347	230.7009165	27.84940994	19.10564326	10.26733155	0.655412929	0.667160904	0.375111984	0.032564837	0.084890879
0.000608318	0.001338504	0.003698912	0.009886776	0.025531635	0.330750399	0.301012728	0.378389935	0.327589838	4.128183512	5.952382669	12.16782805	7.226753795	5.923444276	6.408719158	0.284299405	803.7255091	185.0489281	15.34822057	38.64194213	4.127180136	0.510933993	0.671810332	0.37439978	0.036849049	0.071020853
0.000646859	0.001534454	0.003334458	0.005493599	0.018157026	0.124495422	0.492005002	0.266605926	0.479549529	5.249128207	1.144463901	12.80370139	9.315029283	8.733716099	3.10683826	0.239170477	734.0972435	144.9941766	13.12349953	13.77131513	11.30027231	0.494587766	0.442274666	0.364441189	0.033616039	0.099465778
0.000623532	0.001308466	0.004592029	0.026868845	0.1324038	0.121406941	0.550373761	0.338281308	0.66424089	1.45119646	5.753007453	14.90987658	7.733348104	9.866470886	7.532330924	0.116617019	902.4086453	81.32423635	30.86867284	27.36921892	12.83157469	0.627662457	0.532486162	0.26542539	0.023028406	0.005785504
0.000729061	0.000658519	0.006479103	0.014224822	0.072001841	0.479900381	0.318048523	0.351109777	0.736203971	1.673971466	5.942710558	13.20621035	5.92960125	5.145759157	5.784881173	0.224745549	860.2695701	91.93692513	44.73967564	43.04518176	23.55536249	0.668808003	0.434680281	0.334714229	0.02392472	0.032468566
0.000728828	0.001050765	0.003848307	0.017455124	0.172084768	0.362511753	0.537432627	0.295142044	0.628446995	3.020977416	3.725411791	11.86917406	9.144245638	7.766139123	2.404903673	0.6701634	713.0782236	124.0885142	37.35810178	22.78561245	5.723107242	0.723453376	0.605401969	0.121113539	0.02966944	0.120562496
0.000629429	0.001353257	0.003125591	0.012613631	0.030391629	0.147459178	0.338578353	0.450938968	0.356499031	4.99403971	2.643433076	6.840643989	8.039743339	5.705937833	7.879107514	0.812829297	879.0020139	88.64352736	40.02232589	17.96609055	8.997096489	0.724531498	0.440125494	0.340353062	0.032851061	0.092417153
0.000636893	0.001141111	0.00560206	0.017445463	0.079727822	0.47031689	0.46503629	0.429510088	0.731296581	5.290366714	5.893703519	9.239558144	5.392562405	8.571958652	7.035306099	0.822510909	1070.29303	146.3657314	13.48935499	21.96458744	12.64721507	0.691800096	0.548086829	0.143255608	0.030590719	0.123222922
0.000615147	0.000663755	0.006190248	0.00233616	0.025393586	0.212931903	0.479058652	0.370407166	0.511558703	1.502536417	1.432906167	8.05589699	8.450043189	5.132800231	2.936542245	0.864315166	674.2492749	157.1553693	39.47897344	29.91213017	15.51227374	0.546517605	0.530538177	0.25145635	0.034893443	0.141076497
0.000645914	0.000806695	0.010046874	0.005921339	0.06436512	0.473258916	0.325324359	0.318256672	0.580633076	3.074369347	2.894980898	12.28325369	9.626398996	9.91305365	2.347043724	0.988318342	297.3007785	81.57921157	29.56798799	16.0951967	9.422281819	0.512142988	0.428055808	0.211323838	0.025833588	0.078440934
0.000671023	0.000789209	0.003081017	0.010158822	0.140885001	0.191539904	0.352882891	0.407997761	0.554113124	2.747357762	3.676933974	14.79176356	8.7076731	7.128534399	7.224554865	0.340300025	558.2527987	272.5203873	45.07984207	14.2654098	13.58856292	0.529467059	0.626849411	0.221048511	0.030180481	0.00891691
0.000798161	0.000859203	0.005864306	0.010875342	0.185173566	0.354347238	0.492277494	0.374794065	0.535156687	3.835959687	1.234859482	7.133473109	5.42447252	6.920941396	8.52123237	0.277208172	877.0410095	129.5606654	40.26907917	25.62450341	8.98244034	0.664276168	0.474917166	0.351435106	0.027153445	0.048197941
0.000755458	0.000913067	0.001539574	0.018628531	0.047372012	0.303766279	0.328818032	0.317079472	0.606364439	4.086471967	1.446202161	11.58218488	9.795727849	9.11005853	9.709286052	0.085823283	710.0888146	124.8942419	24.3784881	35.65046253	22.90311946	0.550647219	0.543184232	0.369974115	0.033372781	0.121922085
0.000682316	0.001206883	0.002132113	0.011012021	0.017900691	0.484763165	0.337698804	0.369551285	0.785039405	3.595510098	5.997358689	7.250243972	6.411726611	5.520739495	3.252001237	0.810667355	711.2198379	56.93551476	12.35341142	29.93083588	11.49670298	0.47802584	0.46517493	0.157736075	0.025839791	0.119567625
0.000668287	0.001548806	0.005268521	0.01444344	0.014878056	0.184455122	0.360126921	0.287706698	0.475058012	5.846666803	2.145953384	8.779703903	6.120011216	7.00084232	8.543963401	0.389207186	350.5172617	107.2614055	40.37776057	34.88442444	8.277351906	0.554735705	0.57636208	0.237078077	0.02853967	0.01618021
0.000701618	0.001509205	0.003394642	0.002686374	0.044959729	0.249785739	0.360308607	0.398304584	0.581274089	4.221981902	1.923037191	9.545982562	6.781580486	6.602484503	5.011112805	0.327879952	487.2195909	79.24562636	25.71653726	31.18318194	11.39309843	0.765961034	0.492792844	0.210645972	0.024396261	0.145023602
0.000666154	0.001381929	0.00604173	0.019926769	0.020131244	0.399381161	0.438106521	0.268881671	0.55836847	1.574974975	4.839767827	14.37527673	8.424107221	6.127827336	1.775813995	0.659135134	310.8509606	137.9130406	24.91283102	31.2509995	9.994180245	0.424697247	0.622729855	0.327965667	0.024114451	0.157692179
0.000750944	0.000979785	0.005058518	0.015755672	0.003709904	0.471349945	0.530957053	0.408095237	0.446698856	1.678810114	1.10264665	10.34222744	8.261353045	8.245021615	4.620743503	0.194496989	984.6598012	87.54449562	45.99452913	41.09342959	16.88335801	0.694059486	0.470409212	0.107220498	0.033735296	0.084257027
0.000786996	0.001253299	0.007517433	0.014231847	0.01377901	0.400376743	0.433803429	0.326416521	0.578014993	3.801159038	3.343418487	10.72943489	5.009637268	8.428152746	8.427536666	0.702759276	321.2238888	47.65283818	40.0268838	43.3122485	11.3847928	0.604618399	0.57504669	0.185204872	0.028309968	0.003933383
0.000660741	0.00143865	0.010136595	0.016190554	0.002074528	0.245609962	0.482134524	0.316149923	0.475873462	3.014928629	1.403292222	6.089341476	5.637898452	7.175568285	4.482059082	0.58042414	724.3990331	78.28952917	12.98622823	32.81492364	22.41688402	0.52023618	0.439830994	0.162201531	0.031255135	0.033922828
0.000644766	0.001502612	0.004048542	0.027870341	0.053733716	0.265032728	0.424703446	0.445755814	0.431120124	2.76291815	2.747912608	6.223813224	7.791529246	6.418191954	8.339935574	0.324241691	708.0131466	182.9009731	45.32546566	16.98037407	10.94681564	0.727542438	0.583087046	0.119238478	0.025038941	0.10353686
0.0006561	0.001149252	0.005199951	0.021465131	0.127690067	0.36248722	0.316531541	0.266655278	0.620306404	1.09350189	5.142103337	11.46039668	9.880826401	5.807330916	5.432326437	0.2486875	804.8879003	172.0253796	41.89602902	14.07798164	9.294336097	0.667141417	0.53191983	0.193022757	0.026991349	0.129477403
0.000679584	0.00087544	0.006380224	0.010867135	0.088628933	0.228812988	0.543076114	0.261347317	0.509347859	1.203798349	2.513289312	5.459404732	8.055255733	5.231721848	9.805252147	0.35837079	1009.924762	108.1095337	30.88288615	40.37698908	13.46350508	0.661638434	0.483741483	0.340256277	0.033738494	0.116779092
0.000742616	0.000781238	0.00111005	0.011434008	0.114636728	0.480196305	0.394789618	0.31861216	0.72161672	3.611817735	4.934189966	7.51372709	8.925091445	7.734694977	6.400479311	0.53153114	405.7391155	44.68739962	32.61773303	45.21556364	5.118079438	0.716702344	0.455376243	0.152147656	0.036646346	0.078198864
0.000783123	0.000847887	0.005774051	0.003268614	0.021232316	0.272541701	0.579526625	0.262446428	0.37328034	4.423098234	4.299954962	13.2207792	9.266377641	8.650892626	9.414005199	0.351695877	597.628739	95.79606418	39.44885128	35.80441163	9.269111327	0.534591921	0.529121664	0.324318695	0.028067628	0.014835995
0.000623838	0.00153272	0.007871454	0.002857498	0.056004622	0.343082684	0.351126494	0.41562566	0.436547493	4.562686914	2.591566844	14.27754224	7.637724143	9.501600254	8.894627896	0.891544011	625.5481266	76.22017839	29.47162961	33.03396521	7.079626856	0.666675178	0.526748894	0.176158523	0.023232705	0.15525642
0.000696116	0.001406707	0.003967329	0.012314815	0.016498841	0.411419195	0.485401829	0.420497989	0.469756786	5.163803127	2.793344608	8.009921389	5.526285473	9.50886857	6.409612017	0.766456825	430.8622019	153.3490186	32.39263933	23.77049325	15.38216907	0.59703659	0.673360322	0.359471538	0.037434172	0.121889082
0.000717269	0.001537218	0.008575758	0.003334569	0.110058432	0.475374061	0.578770089	0.415190397	0.552677786	4.366333867	1.539643488	7.75746674	7.693008723	7.974758772	9.594593878	0.095189062	318.1121497	66.82373484	33.60911313	16.86485721	16.38831659	0.510390296	0.438167286	0.388971588	0.027046221	0.138807847
0.000718325	0.001096531	0.006128711	0.019817176	0.134565243	0.195410987	0.352158561	0.405260599	0.486734407	3.824908154	3.102157605	8.200949521	5.539745239	9.725085259	1.86776574	0.243495086	884.6263311	130.5732421	45.58773988	25.32941316	8.922976114	0.718929874	0.528322679	0.200185829	0.037915225	0.008071044
0.000695657	0.000790838	0.010228063	0.003932548	0.134846461	0.327603448	0.365836515	0.459789665	0.752194271	2.849443942	1.330367138	8.854607043	6.249739322	8.366798372	2.640676929	0.776410988	396.4408948	116.2453969	43.13132202	13.62138656	7.773851276	0.498636525	0.502395311	0.38831301	0.029838396	0.012221984
0.000748274	0.000839716	0.002227848	0.005800843	0.04875718	0.329602746	0.364675915	0.406009982	0.497359406	3.667467539	2.714911866	6.621927121	7.15775095	7.456750954	9.510432478	0.674948663	745.0969912	60.50851232	28.29662866	15.29838644	15.5258395	0.785541022	0.572364573	0.303089557	0.026577286	0.089657155
0.000698188	0.000727079	0.009297172	0.004860494	0.118400848	0.214946367	0.346970142	0.332087051	0.659500654	4.956755422	3.796360442	13.48335662	8.408151523	5.134750886	5.688553334	0.914615562	646.8435965	139.0083817	44.77089826	23.5037415	4.685611488	0.56331107	0.559499411	0.301543496	0.023306716	0.093568953
0.000762927	0.001099052	0.002347807	0.02725326	0.021129811	0.363288074	0.415449077	0.327763494	0.642800931	1.070268884	5.038346816	14.81373001	9.273245363	5.861194571	7.770969823	0.657083853	305.3311766	141.0751705	46.65169633	33.23667796	4.806914702	0.439554519	0.634698446	0.198904796	0.034095935	0.084603962
0.000628002	0.001294867	0.003966044	0.029828232	0.160002937	0.217830586	0.564436632	0.317612473	0.537425806	5.910266643	2.221918664	5.346555228	7.266620801	6.725520217	4.555451296	0.386488444	397.8255079	62.85644497	32.56971891	41.81060926	5.811183912	0.698431525	0.488996524	0.107149064	0.024982422	0.097180871
0.000631741	0.000768597	0.002570033	0.007051135	0.180824382	0.304999612	0.388873665	0.402893549	0.480541183	2.857634278	3.825173303	10.3904677	9.806936136	6.647911008	7.712252263	0.689367136	367.1326822	129.8061604	16.58410707	19.48754911	9.427937411	0.770129108	0.617609857	0.259245723	0.028933771	0.079119814
0.000798343	0.000648626	0.006962668	0.011684786	0.045249033	0.339065779	0.437077238	0.301563421	0.340803413	5.801565689	2.028309441	10.95693152	9.442544975	8.694225511	6.712260536	0.575293809	1059.206387	194.4571982	15.06069714	16.35543897	9.716900823	0.441661019	0.449164451	0.338228129	0.025865545	0.131459285
0.000603432	0.001101596	0.001342837	0.020497523	0.080074848	0.488826743	0.425545665	0.264945551	0.677365812	4.941771403	1.051639463	12.73829586	7.011347481	7.649828815	8.820576783	0.040106562	270.880509	160.2203141	46.15474472	20.66714857	13.08156736	0.444555425	0.452983699	0.283394846	0.027685601	0.053676248
0.000776466	0.001204515	0.007358775	0.007524229	0.090013464	0.243263653	0.543469425	0.415294023	0.420974277	4.746799536	3.256387848	6.810077167	5.238747369	9.751325022	7.693482341	0.482028552	546.5406797	175.1625231	18.22408573	13.8091722	9.690936964	0.507466347	0.656262725	0.22963865	0.033636225	0.129903361
0.000749733	0.000674516	0.001993462	0.002672625	0.051707131	0.179344671	0.288279855	0.315191505	0.563690376	5.174112907	1.563859796	12.7428413	8.048482678	7.553748674	5.353577275	0.252707042	464.3021743	160.2087251	28.61395352	27.54142598	22.96756843	0.552872978	0.591681365	0.379972696	0.035257518	0.077032114
0.000724892	0.001555312	0.004748374	0.013423469	0.15322692	0.291907644	0.417405864	0.323451559	0.77288472	2.843701679	2.323871302	11.37836301	9.362345551	8.869273166	9.576681597	0.871027907	736.9739888	73.3756313	14.57539013	40.98455584	6.040142889	0.677657057	0.629755215	0.300920218	0.033756242	0.137406024
