beta_FM	beta_MF	P_FBB	P_FNB	P_FTS	pmf	pmc	f_mf	f_mc	df_BB	df_NB	df_TS	dm_BB	dm_NB	dm_TS	Z	CCBB_FBB	CCNB_FNB	CFBB_CBB1	CFNB_CNB1	CCTS_FTS	f_FBB	f_FNB	f_FTS	t_gamma	eta_T
0.000604608	0.000785841	0.007669864	0.023833793	0.005674173	0.291360992	0.281992845	0.466115716	0.530548685	3.296493607	3.00063609	9.820032662	5.97980955	9.99964684	5.183999793	0.434104895	980.7781668	163.3785654	45.80450619	39.28321484	4.535006558	0.620578177	0.545000975	0.355852071	0.035519774	0.019440845
0.000762084	0.001461967	0.001007515	0.021288786	0.006317506	0.3310027	0.455349558	0.448845245	0.380831939	3.900159552	4.544427547	14.69436776	9.460489177	9.034300774	9.170180668	0.854896201	582.6998054	44.92724379	35.30894962	37.93487664	16.84339411	0.787019252	0.594632986	0.216070195	0.031382064	0.075235223
0.000787786	0.000774158	0.003715481	0.00397592	0.023646125	0.312469814	0.471851478	0.279925562	0.592839157	2.135526759	1.089119271	10.90562676	7.149198698	7.126785951	6.913805516	0.621229338	735.8955497	247.9382418	27.60183633	23.3827444	16.48623431	0.58674781	0.670976128	0.162478005	0.030456707	0.037844998
0.000743114	0.000757783	0.003284918	0.002046336	0.057885271	0.1426728	0.554927489	0.445246381	0.503486788	2.040096684	2.168182462	7.904018202	8.957937231	7.765665489	2.822530517	0.311000885	253.8220252	56.6113124	46.71255984	24.15074661	14.04712721	0.523472851	0.645730871	0.219547298	0.038085658	0.094534327
0.000726446	0.001303631	0.006132242	0.009535518	0.037082617	0.450502104	0.332104761	0.279810191	0.769766492	2.784427863	5.41418918	8.599657167	7.427821484	7.797477812	5.135513108	0.266717448	337.6115103	117.8632133	12.21825164	36.30932267	18.7253109	0.429982815	0.66343931	0.161980329	0.038982647	0.133651872
0.00075423	0.000792557	0.004467273	0.007372825	0.024478948	0.281417738	0.567329555	0.463062251	0.742526341	4.391717179	1.566293763	13.67996415	7.476463917	7.355822318	4.232822656	0.997946075	623.7656619	119.1226192	22.97117339	14.37835608	19.06306098	0.74181781	0.462588158	0.223907527	0.039777242	0.087381385
0.000779201	0.001040095	0.003343172	0.017754397	0.061024131	0.307377484	0.466127007	0.464121012	0.749609723	3.710157938	1.435145428	5.974614232	7.84151031	6.94902263	8.537928775	0.324238551	355.9608056	118.3565102	29.4927184	39.14769139	8.456926649	0.442267577	0.595446104	0.279115418	0.03235182	0.106896252
0.000669981	0.00107845	0.003087498	0.026901513	0.163095336	0.28611607	0.570905812	0.267696135	0.450570129	1.727319868	2.427973559	7.252664494	7.751034664	7.181574014	3.114909442	0.363920689	320.0536976	255.2447734	47.51660677	14.66789685	4.391140689	0.415404818	0.542838083	0.343394437	0.03064249	0.016451267
0.000602305	0.000718844	0.002782065	0.016537684	0.035123011	0.482983971	0.384593757	0.424604169	0.590227978	2.753521836	1.577884237	12.57343853	7.713850167	8.255463532	2.202474459	0.12088464	1079.518292	182.8183409	15.58519278	47.21266283	5.198236449	0.429838092	0.559160737	0.246195809	0.039800532	0.048722993
0.000685833	0.001131083	0.009980867	0.015572762	0.00217712	0.364154729	0.340186402	0.456200216	0.587203989	5.191511617	2.230377633	6.457139005	6.272135323	8.732478008	4.523396414	0.58302246	841.0398863	114.8752048	37.42621599	27.27660983	7.029046364	0.663685901	0.482275531	0.124925059	0.023063278	0.104034052
0.000773655	0.000950508	0.00270942	0.005411775	0.032890024	0.249295071	0.419454221	0.420282576	0.343177026	4.058424985	5.152542902	8.06420309	9.672230662	9.505922463	4.488787483	0.935467388	1020.361186	166.1027388	41.19772796	18.31260022	8.357782711	0.723644625	0.633016583	0.190005616	0.038400524	0.085664792
0.000607133	0.001187845	0.003393605	0.028090291	0.037957606	0.43687358	0.37829947	0.316976614	0.68847172	2.735251465	3.410729632	7.695516751	5.209896828	6.432092348	2.651378043	0.654319772	784.5938483	268.2628427	46.39981199	13.44344481	6.958816127	0.641217874	0.558402935	0.25967246	0.024080346	0.137979381
0.000751711	0.001017258	0.009327677	0.00378243	0.101891636	0.213150568	0.561201766	0.272056988	0.335636718	2.40155529	4.091697585	13.00115706	6.18783267	6.741393394	2.47063152	0.256140851	559.8351267	218.1163824	32.8066358	18.98586341	7.206111194	0.553519203	0.608661112	0.124094358	0.03696771	0.042359879
0.000667812	0.000873043	0.002283218	0.00996808	0.023144875	0.477648832	0.283215364	0.436694288	0.3824034	3.530850382	1.689854701	7.131902758	7.229593655	5.136082549	7.446883445	0.116022138	623.0811616	219.3200485	33.8228035	28.08926825	10.69268366	0.462695799	0.580285086	0.10368738	0.030061077	0.145919306
0.000757446	0.001566805	0.007850186	0.002209572	0.039606635	0.403440976	0.531591915	0.363061402	0.520851588	5.283774487	5.456601413	6.260146435	6.226799743	9.265837696	8.921680143	0.784624325	497.4974178	92.58479691	23.07788103	14.63335444	13.74574641	0.697704051	0.64031232	0.363921155	0.023174372	0.041006908
0.000752278	0.000658011	0.008833948	0.002589454	0.039999299	0.249408452	0.333108273	0.458476043	0.680877075	3.249255788	3.114149949	11.18596907	9.102968692	9.399921034	1.593656797	0.670101473	481.4522658	174.8947612	42.54411114	31.49823905	8.52647729	0.476640046	0.563564788	0.239897937	0.036050627	0.107254085
0.000686229	0.001018409	0.001319807	0.021293547	0.038649273	0.172381972	0.376913911	0.452608016	0.486916112	5.276392468	4.55914794	9.120613627	8.468596833	5.800535627	1.118276445	0.028948612	606.1939278	80.64931975	34.4895848	42.77985785	21.73198357	0.614528308	0.512872257	0.134750683	0.030894594	0.095252389
0.000775434	0.001237829	0.001154411	0.001820171	0.17184461	0.139978844	0.481828222	0.28639582	0.785777037	3.236702282	4.11770575	8.921133026	5.442132651	8.73754352	9.877396892	0.098288106	860.5060754	81.57136815	47.25223688	20.40533755	6.815307175	0.716219245	0.427365213	0.212821047	0.027977166	0.05873734
0.000697521	0.000886937	0.004041914	0.026923898	0.076747793	0.457516944	0.315130644	0.390846895	0.704569574	4.248962992	2.035387995	12.14785437	7.732234326	6.08240912	8.73925251	0.290383627	514.1101848	274.2755281	38.44441732	19.10005078	15.18145977	0.53728931	0.587192149	0.340913378	0.024432528	0.092837858
0.000694206	0.000870743	0.009144071	0.009486696	0.15853369	0.322705526	0.517124176	0.346852285	0.703905658	5.306082006	1.350358424	9.46201423	9.987736317	6.015278292	6.006916716	0.649000884	851.0607062	151.920733	44.68466462	35.10354613	7.578296615	0.781802737	0.577271621	0.144611723	0.036879368	0.088474004
0.000602526	0.001388158	0.010230462	0.002323473	0.033604498	0.394233491	0.462362669	0.401140536	0.342078578	5.275013492	2.25201685	5.144476104	9.243216985	9.157537918	6.796539987	0.361711426	893.9810124	123.7921495	31.84156577	28.60290221	21.30861457	0.699081301	0.594901617	0.372325134	0.026885404	0.083496812
0.000710769	0.000913829	0.004389069	0.008448159	0.009778934	0.405104998	0.44693638	0.34716642	0.376700413	5.129110366	2.043905911	12.36311744	9.197472136	6.084679621	5.163182176	0.816234453	975.044078	257.1149925	25.78385166	22.1950841	17.44983879	0.585572069	0.650077128	0.276161339	0.026462239	0.115910876
0.000795245	0.001229403	0.006457686	0.009896861	0.00539128	0.471473679	0.52094365	0.447417673	0.368033167	4.312231736	5.033509367	9.886579107	9.374937446	6.607926268	1.972385926	0.917845162	869.1877238	248.0342497	26.09671945	19.37348347	10.85464784	0.652704695	0.671322382	0.342906683	0.033271862	0.01345526
0.000722543	0.000643804	0.001061554	0.021775377	0.030631527	0.473506026	0.284710425	0.402691129	0.500365476	1.976338132	2.493084628	12.09207397	9.570878533	8.950554052	3.534386428	0.591316034	1027.762554	191.6952083	20.02927199	42.35606606	19.67240303	0.656128813	0.673768299	0.211031745	0.039386407	0.012059536
0.000684232	0.001304583	0.005752063	0.011269803	0.100533402	0.431078942	0.55154271	0.292668104	0.752343569	3.39387654	3.336468279	7.711338998	9.312923432	7.241161057	6.785714018	0.574328161	657.4838682	81.16862443	46.69799912	27.79183571	4.27879083	0.725594096	0.442245261	0.352235899	0.029020797	0.138627062
0.000701978	0.001020294	0.002299143	0.006436595	0.118140832	0.293979406	0.340162133	0.397636489	0.699552403	4.950792836	2.439315474	13.76604027	8.529273284	9.306729263	9.616834035	0.693872393	578.7928854	72.95454736	24.56574428	34.03600526	3.151298962	0.517533798	0.482874129	0.147620355	0.039352749	0.141895124
0.000742483	0.000726476	0.00248263	0.006413514	0.001319003	0.154971838	0.346184951	0.278871613	0.547646428	5.350506991	1.415795791	14.95211882	5.351137412	6.457184916	8.174903611	0.318481629	975.7813311	207.1241888	22.63918112	21.67932781	9.354449805	0.503557994	0.447566422	0.236243491	0.028403406	0.084667367
0.000652445	0.001116901	0.007881258	0.014176669	0.026145252	0.350348195	0.37154415	0.359884841	0.687804312	4.401705331	2.694386858	9.732033665	5.200179535	9.208290661	3.088807412	0.600799488	464.2741735	255.2535719	42.60727434	14.60727932	23.95980756	0.729543644	0.621974713	0.224167834	0.030203511	0.15564129
0.00060506	0.000677455	0.001551227	0.028778855	0.123251011	0.161058829	0.417060933	0.433427089	0.744765684	3.81973371	4.331510637	13.21121737	6.600971151	6.555627754	2.485769438	0.856609357	742.2510464	216.0683905	19.2379272	21.27460878	12.47597875	0.521171752	0.518293918	0.370666071	0.034789866	0.054806506
0.000679425	0.001304136	0.002425414	0.024306988	0.097060366	0.412553128	0.522118949	0.459505542	0.389886793	1.578080417	3.911705129	11.9709151	8.738699934	5.33897186	7.067358758	0.684312578	1020.098978	222.2361645	18.32899956	19.3129525	8.314035728	0.65320761	0.668447833	0.174589697	0.024716185	0.134908302
0.000731651	0.00089443	0.001544437	0.015145827	0.133154414	0.377428488	0.517500969	0.442364603	0.583460337	2.202443373	4.681233052	14.09217462	9.865429861	7.711509814	2.403427542	0.238574667	528.1731306	181.7845273	41.39197305	20.2531955	4.891268585	0.560088574	0.52506853	0.332829901	0.034415028	0.018135573
0.000681587	0.001064455	0.005829549	0.014960868	0.080309346	0.171878943	0.392074692	0.345792275	0.7198223	1.560502195	4.224273929	7.154198452	5.194328456	5.872815632	1.884439457	0.545719378	560.7298845	132.7860723	16.96583257	42.99095671	6.588497622	0.416237243	0.638013849	0.28674038	0.036774429	0.039062016
0.00069295	0.001556411	0.008041584	0.016122657	0.036632147	0.454733856	0.55351536	0.318755806	0.376227503	5.809062482	5.711183783	12.3659796	5.901417739	5.946308807	7.715773917	0.472585302	784.3127647	152.6592818	16.73835743	16.64821506	7.39690429	0.548443199	0.644423996	0.349022141	0.025387065	0.038930836
0.000752174	0.00140665	0.001855268	0.011625127	0.061416768	0.454881569	0.300849115	0.331851436	0.652708375	2.881463115	4.531710012	14.55488062	5.66623109	7.395240164	9.763663477	0.116089299	648.551399	97.0170117	42.80780847	17.45781415	3.376700329	0.6579243	0.436992729	0.288419143	0.023127291	0.116229182
0.000665073	0.001176615	0.009699913	0.012588958	0.072280067	0.474644632	0.46360035	0.445578163	0.707396825	5.444849525	1.323091166	9.86707056	8.791782125	6.18884469	4.976872213	0.588362092	806.3863371	127.0173058	29.72260253	35.87134756	8.694677692	0.686272549	0.571054006	0.258230037	0.033941595	0.140248717
0.000772823	0.000968752	0.007829256	0.001564156	0.019142493	0.385220302	0.443303369	0.274492669	0.609556128	1.307213309	2.779546624	8.70610426	5.561917405	6.001963812	1.434352597	0.911090181	626.9962746	110.0617626	21.27003641	24.96260217	14.44277416	0.580791659	0.457437823	0.161175225	0.024483256	0.026688353
0.000779354	0.001327674	0.007461655	0.007981183	0.179733088	0.454582093	0.48455636	0.292856689	0.463525044	5.035477538	4.520171054	13.06212826	5.269929469	8.575660398	2.053225939	0.409410043	861.0878647	114.5913666	19.579458	16.42091865	4.941646327	0.627788935	0.487085982	0.180831649	0.028776828	0.139758477
0.00076469	0.001430763	0.005693779	0.019739261	0.111763799	0.483126678	0.54919662	0.267268261	0.687273859	3.541253269	3.78598256	6.22414811	8.647003649	9.956428244	2.472806133	0.276829637	346.2726542	131.7844805	14.01567853	14.96465664	12.96167963	0.547547652	0.631058992	0.128215622	0.035164273	0.056851295
0.000734542	0.001071162	0.003117099	0.016549438	0.161534428	0.296513161	0.490261874	0.310132629	0.577551885	4.184226487	1.214381355	11.00022927	9.832582034	9.742396262	4.563886539	0.183140581	377.3293365	219.0105924	31.83068243	17.37345308	9.070961767	0.506010945	0.548709817	0.220827472	0.03414427	0.064415083
0.000667494	0.001101726	0.001051881	0.029570921	0.127497447	0.442615458	0.340732341	0.362196903	0.33872768	1.820336153	4.597657739	13.0622639	5.404361911	5.232231527	3.25112057	0.618170273	295.1690228	128.4277776	32.22209346	21.52120063	11.66369054	0.467021591	0.652178706	0.349013118	0.031947887	0.028433872
0.000600524	0.000715604	0.007661507	0.002641711	0.14342379	0.175912463	0.391125585	0.284091366	0.752169539	1.750724042	2.686572396	5.760877425	9.660316536	7.021939306	5.33697885	0.703001772	654.3905712	205.2694332	40.34218102	32.03882316	6.852504218	0.54215578	0.60618792	0.379552072	0.038344987	0.083989702
0.000743738	0.000753545	0.008436199	0.004492355	0.19504675	0.239434157	0.575901296	0.401409579	0.434927427	3.444399255	1.422701636	13.56880845	8.755599556	7.820160395	6.271341615	0.513285381	637.5746077	133.1301876	39.52358412	38.06545443	3.995035333	0.613810899	0.469012124	0.212787264	0.035178422	0.143401443
0.000630788	0.001496161	0.010861327	0.020337629	0.036350784	0.407566129	0.508222504	0.352215628	0.783958861	1.496086792	1.857827817	6.628481457	5.24251865	8.128149814	9.743626671	0.865998497	642.635122	97.75017198	39.0562626	37.02963853	3.574156809	0.69262402	0.556278993	0.166141358	0.031977521	0.077334494
0.000771501	0.000855753	0.0035534	0.004666692	0.079762495	0.213210776	0.285287464	0.391400125	0.479658669	5.53196841	5.566985104	5.156577301	9.866694521	6.04746209	6.201785445	0.938449883	1086.221904	75.13571809	21.88935657	18.11926244	10.01295576	0.711710897	0.486203991	0.273368523	0.038103887	0.016875342
0.000668517	0.000782148	0.01091634	0.004332394	0.013282043	0.421567322	0.541470882	0.352349094	0.664484608	5.390980109	2.728184784	14.60034788	9.660296782	9.974000393	8.193367009	0.030953229	938.128147	287.3900463	28.00025248	14.80275624	8.896402486	0.584918209	0.461722164	0.239928707	0.033277052	0.069137766
0.00065077	0.0006141	0.005414519	0.004862658	0.01790258	0.309679722	0.441574599	0.309592665	0.798745227	1.601758465	2.555324354	10.22048792	6.154265817	7.10579114	5.11327354	0.964783245	1032.981412	274.9006293	32.97524035	12.35193678	20.17961607	0.59764466	0.478341672	0.175782626	0.035400475	0.135498298
0.000767945	0.00092172	0.004763511	0.011598309	0.004053601	0.386052875	0.312188351	0.310012672	0.692255756	1.700263453	4.259217155	13.90653709	5.016737992	5.414793054	6.082896299	0.9068046	542.708334	109.5892117	33.54093664	30.78467389	23.21954275	0.526712766	0.539453449	0.261522055	0.02306169	0.10932297
0.000659939	0.000886868	0.007214734	0.027470498	0.079171308	0.132820855	0.477386534	0.459396242	0.754151603	4.707431776	5.633829742	10.62667205	5.967711165	6.100469733	8.713575761	0.585174667	410.8472481	287.8378486	35.5182457	12.46565513	5.157161497	0.411022557	0.526850803	0.215958837	0.033162012	0.100234225
0.000784253	0.000962882	0.008572203	0.004985609	0.014194661	0.457643689	0.340730489	0.416251948	0.329704076	1.93252663	5.194305601	7.686006551	9.742065613	7.327093104	2.689852586	0.572878358	1058.024752	317.7451617	44.75112041	12.7650758	18.29759717	0.731197123	0.678740328	0.29364813	0.033729044	0.096538096
0.000600552	0.001450735	0.005193684	0.020547753	0.198281276	0.245976054	0.368644773	0.41793895	0.423928486	3.913728111	3.908536456	8.834166352	6.773209757	5.213514179	5.730328118	0.466880936	905.7251783	245.1658342	33.5867517	12.78812524	6.464803692	0.667269784	0.588055152	0.24751	0.026299602	0.000414832
0.000642617	0.000644842	0.009342663	0.014143621	0.063897784	0.164314815	0.306098224	0.345325023	0.770163311	5.98663795	2.634489908	5.964785661	5.188877208	5.885514835	3.840919591	0.665746838	643.7918061	191.384218	41.53227678	43.72689917	15.34013686	0.7472497	0.612579154	0.138787519	0.039906976	0.001526619
0.000656838	0.000812531	0.006091458	0.021617962	0.123160284	0.246794574	0.51499406	0.456937417	0.565064224	1.316353216	5.346316114	11.48563777	8.093009078	9.075137342	4.409822366	0.349295546	738.6287889	267.9483719	45.95675496	25.21593546	3.488114722	0.523712754	0.662332338	0.249661037	0.034695643	0.088701413
0.000753913	0.000904487	0.008859248	0.024857301	0.024470322	0.276281366	0.518604464	0.418603369	0.499723094	2.549667664	4.215551122	14.32772522	7.728044728	5.445513299	2.464729285	0.851850989	726.3531312	178.1211047	22.06612576	42.45140695	4.442502518	0.539688196	0.660258182	0.33724292	0.024895821	0.157832953
0.000619947	0.00111895	0.004145216	0.006006268	0.112653812	0.134800312	0.475743247	0.431569442	0.746271538	2.114720485	4.213816196	9.674039367	6.005870357	8.44472748	9.964397258	0.805212696	648.2569176	171.710764	13.49715029	20.32850102	7.305252215	0.420843199	0.642253377	0.240648448	0.035082332	0.121695355
0.000763008	0.001268006	0.00170744	0.004719128	0.046145193	0.224408915	0.384342486	0.305365628	0.593951344	1.028706529	4.269222125	7.320830993	7.667296481	9.23470188	6.634805261	0.070700007	577.3306088	98.97830841	33.16547052	32.1403243	20.20102378	0.56206898	0.595448874	0.307043361	0.032755021	0.108240137
0.000603382	0.001374383	0.005247425	0.009108003	0.063804265	0.378522542	0.359313022	0.264016552	0.462750649	5.923908299	2.974666931	9.489596201	7.16466623	6.605269486	6.465539487	0.140555052	559.4648403	135.5002161	22.08456976	28.99975845	10.09591226	0.516040374	0.557148386	0.26567745	0.032709594	0.01613991
0.000723732	0.001573999	0.002219172	0.001940574	0.040767988	0.177661461	0.505710731	0.317935352	0.462496704	3.195174119	1.274576869	14.87509704	9.002910134	9.202771735	4.132145321	0.167263788	1044.47509	58.4979106	30.31839368	42.31075443	11.34068325	0.774187098	0.455383966	0.221769635	0.025304472	0.073628668
0.000627725	0.001393701	0.002932484	0.01683663	0.150406009	0.223616008	0.356899927	0.271013457	0.71383862	4.939093884	4.518490172	13.84962737	7.142057142	5.534953055	7.247975853	0.31496158	695.2482217	317.6166419	17.64337246	17.17135317	6.188240532	0.541183802	0.658808896	0.217926797	0.025323738	0.065380425
0.000663553	0.001204866	0.004535312	0.004880558	0.01746977	0.473359677	0.283072393	0.33137117	0.754815293	2.902333711	5.587215301	12.81423257	6.312385253	6.856970883	6.087294046	0.908740657	847.1583054	149.4307527	33.44496	27.3876626	8.132256617	0.700158295	0.600142863	0.239153152	0.03002534	0.014237642
0.000731053	0.000981344	0.001861959	0.018559602	0.117719596	0.207950906	0.566611245	0.276639701	0.705296495	3.655795238	1.4298322	7.371219178	7.695086336	9.224058886	9.305018682	0.616753959	731.6253127	94.78866288	39.05132298	27.85650611	6.139707922	0.646768522	0.520856589	0.228016072	0.03520572	0.150382434
0.000691017	0.001022738	0.010037009	0.018754159	0.087497333	0.14482567	0.432209612	0.352077279	0.442936649	5.366941064	5.630255327	7.366211156	5.800803746	7.819026165	2.165088762	0.272317588	703.5640353	165.9019975	29.88372691	12.80364313	6.144470827	0.544019255	0.504278234	0.316352092	0.028764314	0.100232509
0.000784222	0.00098463	0.003093309	0.006865825	0.032420344	0.459388337	0.312341953	0.28648579	0.461818174	3.293047257	5.761799451	11.82713189	5.15550853	6.397045966	7.840483555	0.872884313	814.499432	218.6761663	27.08050329	31.60635064	4.208305114	0.570435346	0.673926399	0.351656952	0.036636307	0.059115539
0.000615147	0.001335644	0.003009929	0.007748565	0.044363523	0.317960639	0.412952979	0.329130468	0.688821545	5.698628615	1.571557175	5.870015246	8.879946135	6.143509128	7.102097205	0.276999759	388.6386822	115.6663467	23.52448448	43.71166216	14.49910884	0.494831083	0.604057159	0.379862771	0.032631944	0.156967019
0.000618892	0.001359196	0.00666919	0.015488986	0.002174737	0.457593428	0.388111872	0.45469302	0.668671839	3.467289274	4.547641773	6.310434103	8.793794814	8.976289645	3.892513446	0.804621099	943.473721	129.7383763	12.42537567	18.30561042	6.264147472	0.439900653	0.528789106	0.17212785	0.031666515	0.119310189
0.000703243	0.000878449	0.003275436	0.003449601	0.08266842	0.222233802	0.520661435	0.288651596	0.375302215	1.704906352	2.740925872	13.85305899	7.854969264	9.925355155	4.529127029	0.250441995	1073.210445	279.6019096	24.78991852	12.40299216	11.17819375	0.617201479	0.48833583	0.147416643	0.036298024	0.030603866
0.000675923	0.000896896	0.001726765	0.004433768	0.051806894	0.255611273	0.549839684	0.368979042	0.79586073	1.88211213	1.5690715	13.33068134	8.505800796	7.303276569	8.280021672	0.360183376	485.7585495	126.7392387	37.51116835	17.48834404	14.06861954	0.420873623	0.631619704	0.290616429	0.030266856	0.083255902
0.000726436	0.001006286	0.008470976	0.017044138	0.150713359	0.227477985	0.311540857	0.464654027	0.574359068	4.700665041	3.965574844	12.10184747	9.364399339	9.623879893	8.53651381	0.063331587	297.4531342	129.6961817	45.83383068	41.92643217	4.568802278	0.430154388	0.617177429	0.262514735	0.039187314	0.048237938
0.000745867	0.000617015	0.003387216	0.019279183	0.082414394	0.123425653	0.399997707	0.318132549	0.438652259	2.15383217	5.454032629	14.33684037	9.958525629	9.550990883	3.219827281	0.492133418	655.4559175	296.99235	35.01897725	25.42877194	8.457675672	0.464057837	0.634820091	0.145364219	0.029489795	0.089920297
0.000630555	0.001427926	0.005065483	0.011635025	0.050454605	0.163191973	0.42786303	0.266273609	0.574707665	2.493875719	5.102522041	7.350322588	7.438029283	7.448468675	2.802094662	0.462881991	1049.116494	248.3992179	16.32234206	16.83756955	3.029691559	0.548620389	0.65092717	0.185047053	0.037356087	0.044271553
0.000629285	0.000831362	0.009735445	0.029746882	0.161747518	0.142760068	0.53018965	0.336696793	0.711558619	5.80351362	4.52170043	8.949626076	5.632079926	9.633038827	8.033493744	0.720793589	554.4609312	151.3595124	38.64709123	28.43936473	5.457291133	0.615883182	0.482976806	0.279611557	0.031734229	0.079301859
0.000791509	0.001373461	0.006668302	0.006341481	0.061219154	0.433731431	0.28268817	0.343062725	0.728577285	5.338284841	3.291183046	5.438856972	6.812761828	9.988262757	8.449550299	0.381957238	854.3635765	94.79444841	29.57318434	36.64447079	16.26020894	0.796952382	0.589488177	0.385655211	0.038029907	0.079071326
0.000611837	0.001305413	0.009217961	0.01750729	0.125936698	0.123431526	0.361926952	0.282878322	0.346538566	4.893693598	1.734879916	13.30677098	9.511854645	6.467945875	2.037741046	0.090601851	838.5124172	217.7761299	38.88140297	12.89036658	3.549877617	0.650818385	0.538869641	0.276803088	0.038383729	0.039445732
0.000628466	0.001219472	0.010545549	0.013671713	0.118029527	0.373428122	0.475865828	0.460776926	0.567153668	4.957208853	4.537238374	11.81536477	8.717559105	9.283455529	9.496133291	0.899536902	862.2859719	136.8771367	20.74905952	14.39739712	13.93657345	0.804384446	0.561206492	0.243460347	0.038162518	0.089856083
0.000643666	0.001164014	0.008229747	0.005693294	0.160590677	0.214988073	0.527689753	0.444403546	0.774968073	3.495144851	1.631411862	10.45426863	7.412526533	5.76659559	2.774757201	0.966779989	426.8251259	94.22741729	18.55513389	22.67120912	4.518493277	0.491603498	0.424307678	0.171424212	0.025976048	0.136234374
0.000640446	0.001040783	0.005229568	0.006035183	0.128291997	0.472985655	0.387015626	0.349826277	0.679253563	5.728628956	4.908503058	12.22060875	5.466867605	5.987957629	8.438565736	0.942882105	361.6148907	74.84612179	45.75981159	20.79578235	3.164610544	0.590861895	0.413105067	0.28072432	0.02813277	0.023335054
0.000658903	0.0010813	0.00329496	0.017645002	0.138252677	0.168889455	0.290626003	0.433325117	0.791599738	2.253143465	5.961089423	5.529097144	6.530256227	7.500949539	2.152253319	0.749055396	293.3421223	229.8640285	46.66502027	15.29069526	7.543178953	0.471159896	0.663852542	0.302601374	0.027650456	0.05671906
0.000687861	0.001239024	0.004534459	0.01379588	0.106417326	0.467936603	0.405687724	0.397146374	0.358991971	4.904848043	3.254410341	9.22281778	6.787596141	6.163865227	8.687062705	0.248691066	1041.447996	171.305936	26.12951627	14.22458023	9.113698388	0.669104562	0.526962796	0.335170533	0.028775868	0.053062927
0.000688065	0.000797001	0.0024723	0.011154115	0.051792186	0.444967986	0.362444925	0.395514561	0.378455738	3.26802574	4.088566491	14.71439618	7.842064512	9.594348147	9.353588252	0.730970426	437.9819293	96.16424366	23.76107933	43.7741193	8.346693244	0.531609486	0.560867661	0.186433549	0.026654563	0.099296713
0.000711108	0.001184191	0.007579619	0.024134669	0.063868646	0.315795141	0.525488988	0.457769487	0.408814758	5.959096891	1.312566938	8.183373755	9.961056752	9.72545833	3.373143734	0.366752776	468.1765955	89.86682291	28.42787503	33.20083086	5.222711931	0.514723584	0.472573161	0.244361898	0.035101359	0.15912594
0.000670609	0.001524596	0.005973965	0.005250099	0.060244813	0.387392415	0.470019349	0.363675389	0.7486599	3.774097569	2.302094126	11.25183491	9.907355767	6.190046339	6.456513516	0.127898974	326.014373	44.13099288	33.72928388	40.13637417	13.01463979	0.507661213	0.47147447	0.338828478	0.026480642	0.053744232
0.000737102	0.000844311	0.009960678	0.014387365	0.032200026	0.252654958	0.490661395	0.341549124	0.767463351	3.644400132	2.791493637	11.75131736	7.098508753	7.370241091	2.149934632	0.45629975	543.7826092	137.4040058	42.20950061	29.55642155	10.10213859	0.596165875	0.483445392	0.325187244	0.037419242	0.153023654
0.0006512	0.001218579	0.006873005	0.004053788	0.135555374	0.364056296	0.318658915	0.313313301	0.783683856	4.075874645	4.514114562	5.817388164	8.000346396	9.521631631	7.845285595	0.387066802	1055.992098	115.1799115	26.49211134	18.27430776	14.7573633	0.744538945	0.442767526	0.33243483	0.02524878	0.111340978
0.00068583	0.000898109	0.007939118	0.007584228	0.194720072	0.194015357	0.508932593	0.309516185	0.54632504	3.327583169	1.595227662	12.42130041	9.023178917	5.098101999	3.535137152	0.409278117	648.733567	94.35999797	40.12135443	31.24928993	3.701925391	0.549264962	0.428387376	0.213505709	0.029896085	0.00150953
0.000740412	0.00099122	0.001805124	0.006108671	0.182086291	0.145229643	0.295293707	0.299111536	0.543708481	5.633341097	3.671108922	11.43304522	6.661918712	7.582343449	6.663449841	0.300565473	443.7984306	249.7240038	44.20667409	17.83209452	6.755918893	0.637463921	0.624523267	0.201908425	0.031995437	0.06004591
0.0006928	0.001014462	0.010137064	0.009793421	0.026293941	0.307850598	0.518682384	0.358800375	0.661886136	3.189764862	2.189209039	14.55733746	5.787330753	6.925920676	1.220391571	0.820573214	607.3693818	128.9724086	17.70209739	34.90688112	11.97020434	0.478282339	0.598223204	0.157637018	0.035130808	0.124432823
0.000759697	0.001312414	0.001254046	0.002867681	0.016539099	0.163881668	0.436058838	0.334560831	0.605383193	1.627230114	3.148975965	13.19467879	9.547060846	6.10762034	1.6443779	0.163544733	681.2082666	111.6678236	34.97374551	20.12523307	21.42102537	0.69427186	0.57418525	0.223217516	0.037453388	0.014639352
0.000694058	0.000798431	0.006404589	0.003562736	0.043736563	0.127536388	0.482501255	0.324979031	0.705846324	1.178512598	4.651057509	6.431308161	7.544744974	9.313972687	7.202576202	0.633639144	461.5475034	149.3103353	35.76220709	28.00295758	12.18023646	0.534917483	0.604157612	0.310407948	0.037045074	0.118969293
0.000710471	0.000882585	0.004696413	0.011970572	0.124436761	0.200848173	0.476095653	0.451940969	0.59995622	5.732278524	2.631844564	9.052506285	8.278560392	9.275687704	8.699783691	0.434803007	409.8401677	242.1747056	47.87232202	17.5056055	9.919933542	0.573336909	0.593928002	0.195156449	0.039424337	0.013703486
